FRA Point;FRA Point Latitude;FRA Point Longitude
DINKU;N491410;E0102259
DIRAB;N464849;E0110344
DOLUP;N490709;E0132340
DOSEL;N482619;E0122851
EBEDA;N480937;E0120737
EKPEK;N505752;E0131917
EKSOS;N493915;E0112427
ELMEM;N471708;E0103415
ENITA;N494208;E0122826
ERKIR;N473216;E0120032
ERKIR;N473216;E0120032
ERNAS;N485041;E0111310
ESEGA;N481747;E0131053
ESEGA;N481747;E0131053
EXITI;N493345;E0112426
FEDZA;N510405;E0102056
GALMA;N512353;E0112704
GASKA;N502107;E0101643
GAVLI;N503022;E0130818
GEDSO;N470450;E0115213
GEDSO;N470450;E0115213
GIRIS;N464618;E0105303
GOBAX;N513324;E0124703
GOMIG;N480820;E0124141
GOMIG;N480820;E0124141
GOVEN;N520330;E0144520
HDO;N505541;E0142208
IBAGA;N494439;E0103335
INBED;N492315;E0105630
INPUL;N475025;E0124430
INPUL;N475025;E0124430
IRBIR;N473359;E0110613
KATCE;N511505;E0102100
KEMES;N493300;E0111327
KENIG;N513710;E0111552
KILNU;N502837;E0125442
KIRDI;N481228;E0124918
KIRDI;N481228;E0124918
KOBUS;N513048;E0141509
KOMIB;N500424;E0101434
KONIN;N475121;E0112205
KORUP;N513459;E0144417
KPT;N474445;E0102059
KUMER;N513215;E0103806
KUMOM;N473328;E0122218
KUMOM;N473328;E0122218
KUNOD;N482020;E0093707
LALUK;N504816;E0135249
LAMSI;N483912;E0133500
LAMSI;N483912;E0133500
LASGA;N502138;E0111341
LASIS;N512425;E0145742
LASTO;N510744;E0110638
LATLO;N474102;E0124824
LATLO;N474102;E0124824
LIKDA;N470101;E0114503
LONLI;N500429;E0111335
LULAR;N492157;E0124532
LUROS;N515355;E0141028
MAH;N481548;E0111843
MAMOR;N485309;E0121320
MAREM;N504256;E0133744
MARZA;N500824;E0101618
MEBEK;N481355;E0123356
MILGU;N513419;E0130147
MOMUK;N475019;E0095949
MOOCE;N493359;E0113248
NAMUB;N510725;E0114043
NAROX;N511211;E0150038
NARUS;N504006;E0111054
NATAG;N465129;E0103708
NENUM;N483219;E0125652
NEVKO;N505127;E0111826
NOMBO;N490349;E0100517
NOMKA;N512652;E0103007
OGSEN;N512959;E0132818
OKG;N500355;E0122421
OLPIX;N470102;E0114125
OMELO;N505016;E0140003
OSKAN;N512739;E0133740
OSTRA;N511727;E0125419
PEROX;N502041;E0121158
PETIX;N492028;E0104517
PIKIB;N505336;E0134233
PILAM;N502606;E0104240
POGAB;N515043;E0135902
POZUM;N514259;E0144054
RADIZ;N473735;E0123219
RADIZ;N473735;E0123219
RAPET;N501126;E0122019
RAVED;N474345;E0094010
RELKO;N510335;E0112902
RENDO;N511641;E0135305
RENKA;N483505;E0133019
RENKA;N483505;E0133019
RIDAR;N483518;E0104810
RIVSA;N510631;E0132200
ROBEL;N505351;E0102606
ROBEL;N505351;E0102606
RODIS;N492828;E0115659
RUDAP;N491429;E0131556
RUDNO;N492009;E0123229
SIMBA;N481349;E0130057
SIMBA;N481349;E0130057
SODRO;N502753;E0114938
SOTOV;N465638;E0111238
STAUB;N484709;E0123929
SUBEN;N482611;E0132012
SULED;N510943;E0121348
SULUS;N500431;E0104344
SUVUT;N511734;E0112741
TABAT;N503331;E0113153
TADUV;N512548;E0123253
TALEG;N510534;E0123711
TAMEB;N504828;E0104348
TAMEB;N504828;E0104348
TESDU;N501225;E0102343
TIRUL;N470326;E0103143
TITIG;N480332;E0123334
TITIG;N480332;E0123334
TIVDA;N492610;E0123924
TONSU;N495811;E0111333
TOPDI;N515015;E0121159
TRAUN;N475829;E0123515
TRAUN;N475829;E0123515
TULSI;N474206;E0114720
UMTEX;N475015;E0093727
UMVEG;N471242;E0115348
UMVEG;N471242;E0115348
UNIMI;N465139;E0110355
UNRIG;N515203;E0133535
UTABA;N481518;E0092742
UTABA;N481518;E0092742
VARIK;N501728;E0122252
VAVOR;N475603;E0120916
VEKIR;N484325;E0095425
VELIS;N502809;E0102829
VEVAS;N514008;E0124309
VEXIL;N502332;E0123801
XEBIX;N472400;E0102848
XERUM;N484840;E0104604
ZUCKA;N514025;E0105348
ADLIR;N522401;E0133719
ADUKI;N541932;E0132137
ALUKA;N525357;E0141824
ARGAD;N543022;E0132946
ASDIN;N543930;E0134607
ASMIG;N515720;E0113347
BAKDO;N540723;E0125813
BAKLI;N545500;E0133339
BAKLI;N545500;E0133339
BANKU;N544745;E0125607
BANKU;N544745;E0125607
BANUB;N542743;E0141750
BATEL;N523249;E0110559
BEBEB;N543451;E0140456
BEBEB;N543451;E0140456
BEKBA;N530755;E0134031
BIKRU;N545500;E0141000
BIKRU;N545500;E0141000
BILRA;N544629;E0142020
BINKA;N534534;E0141632
BINZE;N544207;E0132638
BIRMO;N525220;E0120407
BKD;N530204;E0113246
BODLA;N531633;E0142436
BOLBO;N514741;E0130904
BOLBO;N514741;E0130904
BUMIL;N530712;E0111710
BUREL;N522040;E0115116
DETNI;N545500;E0142039
DETNI;N545500;E0142039
DIDGI;N514557;E0122726
DIDGI;N514557;E0122726
EMBOX;N520327;E0112059
EMBOX;N520327;E0112059
ERAKU;N523044;E0130211
ERNUD;N525602;E0113132
ESIKA;N520726;E0124017
EVOKI;N524444;E0125605
FARCU;N535338;E0141246
GARGU;N523840;E0112800
GASBO;N541629;E0121636
GERGA;N523609;E0140141
GEVNI;N534543;E0132853
GILAS;N523754;E0143133
GODUR;N514950;E0131647
GODUR;N514950;E0131647
IDOBA;N521900;E0140517
ITZEG;N533714;E0140536
KETAP;N525540;E0133918
KOGIM;N541901;E0133238
KOSEB;N544648;E0123552
KOSEB;N544648;E0123552
KOSIX;N515357;E0122722
KUBAB;N534456;E0122812
KUBOG;N515704;E0125527
LEGSA;N534512;E0124723
LOLPA;N530229;E0133609
LUROS;N515355;E0141028
LUWIL;N532533;E0112734
MAG;N515942;E0114740
MAG;N515942;E0114740
MASOR;N535527;E0133845
MILGU;N513419;E0130147
MURIZ;N525748;E0124239
NEDIK;N542911;E0120354
NEDIK;N542911;E0120354
NIKDA;N543631;E0121708
NIKDA;N543631;E0121708
NOBRI;N531505;E0113528
NONSA;N543555;E0131801
NUSGU;N531600;E0112319
NUVEN;N534429;E0120731
OBANI;N521444;E0140611
OKAGA;N545500;E0134549
OKAGA;N545500;E0134549
PADKU;N533411;E0135859
PENEK;N522345;E0123848
PENET;N540601;E0134344
PEPOL;N520734;E0134057
PEROM;N542735;E0130816
PESEL;N533028;E0141933
PITEN;N525924;E0114841
POBOX;N540932;E0140539
PODUS;N525733;E0124950
POGAB;N515043;E0135902
RADEL;N525658;E0130619
RAKIT;N531043;E0135440
RATMO;N524219;E0122547
RENKI;N525453;E0135742
RIMKO;N524109;E0124055
RODEP;N534110;E0134353
ROSOK;N541236;E0120436
SALLO;N545500;E0132310
SALLO;N545500;E0132310
SOGMA;N523807;E0115419
SONAL;N545244;E0124649
SONAL;N545244;E0124649
SONUD;N521611;E0134357
SUBIX;N522247;E0143508
SULIV;N543359;E0123148
SUVAL;N524654;E0115947
TABOK;N525636;E0131605
TAGOB;N534405;E0114959
TOPDI;N515015;E0121159
TOPDI;N515015;E0121159
UMSET;N544959;E0140931
UMSET;N544959;E0140931
UNGAV;N545500;E0135941
UNGAV;N545500;E0135941
UNRIG;N515203;E0133535
UNRIG;N515203;E0133535
USEDU;N535711;E0135800
VEVAS;N514008;E0124309
VEVAS;N514008;E0124309
VIBIS;N525831;E0122019
XIGRI;N523039;E0143649
ABTAL;N485117;E0100625
ABTAL;N485117;E0100625
ABUKA;N492755;E0084045
ADENU;N500132;E0065430
ADKUV;N503025;E0064903
ALIBU;N502238;E0101349
AMASI;N501425;E0073622
AMOSA;N493034;E0104841
ASPAT;N491146;E0104333
ASPAT;N491146;E0104333
BABEG;N484019;E0093955
BANUX;N490631;E0083957
BARSU;N495518;E0102322
BARSU;N495518;E0102322
BATUB;N480109;E0093350
BERXO;N511331;E0095256
BITBU;N495859;E0063342
BOMBI;N500324;E0084801
BOREP;N495757;E0103740
DETEV;N494925;E0093231
DINKU;N491410;E0102259
DKB;N490834;E0101418
DODEN;N503608;E0080536
DOJOH;N505013;E0074442
EBIPA;N502253;E0093118
EDISA;N485920;E0081839
ELNAT;N511216;E0094128
EMGOD;N501147;E0071944
ESAMA;N502028;E0085135
ESATI;N500347;E0091124
ETAGO;N484339;E0092736
ETOLU;N501052;E0091719
FEDZA;N510405;E0102056
GASKA;N502107;E0101643
GELTO;N495413;E0074253
GIGET;N494204;E0084336
GUBAX;N501725;E0075440
HAREM;N493706;E0092452
IBAGA;N494439;E0103335
IBAGA;N494439;E0103335
IDOVI;N500441;E0071729
INBED;N492315;E0105630
KOMIB;N500424;E0101434
KOVAN;N485257;E0090503
KRH;N485935;E0083503
KUNOD;N482020;E0093707
LADOL;N481000;E0085712
LALMI;N492055;E0084937
LAMGO;N485309;E0084645
LOHRE;N500401;E0092911
LOKTA;N481000;E0091058
LUPEN;N482606;E0074401
MAPOX;N510801;E0084850
MARZA;N500824;E0101618
MASEK;N504345;E0093554
MONAX;N503117;E0074923
MOPAN;N481447;E0080916
MOVUM;N495700;E0083134
NATOR;N481012;E0081917
NEGIX;N502242;E0083154
NOMBO;N490349;E0100517
NOSPA;N500114;E0064241
OBIGA;N500151;E0070818
ODVUX;N500543;E0065246
OGLOR;N501235;E0063834
OMOGI;N493921;E0085921
OSBIT;N500412;E0094659
OTMON;N511734;E0092040
PETIX;N492028;E0104517
PICWI;N485704;E0082139
PITES;N494343;E0063110
REKDI;N493918;E0102557
ROBEL;N505351;E0102606
ROBEL;N505351;E0102606
RUDUS;N500251;E0080442
SILWE;N502002;E0094819
SOGMI;N503139;E0085357
SUNEG;N491155;E0085151
SWALM;N504302;E0091220
TABUM;N501727;E0082418
TAMEB;N504828;E0104348
TAMEB;N504828;E0104348
TEDGO;N483706;E0091533
TEKTU;N502034;E0090811
TESDU;N501225;E0102343
TESGA;N502642;E0083708
TIKNI;N502435;E0095224
TITIX;N475130;E0082348
TIVUN;N505532;E0075846
TUSUK;N500808;E0080915
ULNOK;N495057;E0082507
UMUPU;N503331;E0072553
UTABA;N481518;E0092742
UTABA;N481518;E0092742
VEKIR;N484325;E0095425
VELIS;N502809;E0102829
VIBOM;N492800;E0090915
ABGUS;N515201;E0110312
ALUKA;N525357;E0141824
AMISO;N535558;E0113426
ARSAP;N521341;E0144245
BAKLI;N545500;E0133339
BANUB;N542743;E0141750
BARAP;N515142;E0114301
BERIM;N534334;E0112804
BIKRU;N545500;E0141000
BILRA;N544629;E0142020
BINKA;N534534;E0141632
BODLA;N531633;E0142436
BUMIL;N530712;E0111710
DETNI;N545500;E0142039
DIBDO;N515023;E0113426
DIDGI;N514557;E0122726
EBASA;N514816;E0141137
EMBOX;N520327;E0112059
GARLU;N524945;E0110705
GILAS;N523754;E0143133
GOBAX;N513324;E0124703
GOVEN;N520330;E0144520
HLZ;N522148;E0104743
KOSEB;N544648;E0123552
LUWIL;N532533;E0112734
MILGU;N513419;E0130147
NEBUN;N530404;E0111301
NEDIK;N542911;E0120354
NIKDA;N543631;E0121708
NUSGU;N531600;E0112319
ODLUN;N515102;E0115018
OGSEN;N512959;E0132818
OKAGA;N545500;E0134549
OLBIK;N513945;E0132028
PESEL;N533028;E0141933
POVEL;N520742;E0104940
ROSOK;N541236;E0120436
SALLO;N545500;E0132310
SISGO;N514407;E0135706
SONAL;N545244;E0124649
SUBIX;N522247;E0143508
TOPDI;N515015;E0121159
UNGAV;N545500;E0135941
ABNAT;N355330;E0190000
ABRAM;N342000;E0123816
ADEXI;N372044;E0130131
ADIPO;N350700;E0140500
AGARI;N355753;E0153700
ALIXA;N353633;E0201449
AMIBO;N345640;E0213627
ARFOL;N364923;E0143940
ARLOS;N343731;E0230000
ASDAX;N361550;E0131240
ASKOT;N363000;E0162705
BAGTU;N350700;E0145500
BASMO;N354930;E0113000
BEKNI;N351215;E0172807
BINKO;N354721;E0181147
BIRSA;N350251;E0113000
BONAR;N342000;E0190213
DEMAG;N353105;E0210912
DEXOL;N355801;E0131300
DILIN;N370032;E0135852
DINUX;N363000;E0114920
DIRKA;N363000;E0141836
DOBIX;N363000;E0120737
DOKIK;N352823;E0131332
DOMNA;N344600;E0145500
EBAMI;N350700;E0163500
EDELI;N350452;E0123800
EKLIS;N342000;E0202855
EKOLA;N363000;E0135820
ELIMO;N342000;E0162210
EMLAR;N353754;E0181718
EVIRA;N355253;E0165630
EVLIB;N350158;E0214622
FORUM;N344600;E0140500
GENLA;N344600;E0154500
GODAK;N353816;E0153659
GZO;N360214;E0141219
INBIN;N351607;E0183000
INDOT;N342000;E0165653
INKOP;N353343;E0204258
KOLEX;N363000;E0123458
KUTOS;N350626;E0183538
LACAN;N350700;E0154500
LEVDI;N363000;E0184932
LONDI;N372044;E0131127
LORED;N363000;E0153700
LOTIN;N342000;E0150959
LPD;N352959;E0123751
LUMED;N342000;E0144203
MABOX;N370942;E0131139
MADIR;N363000;E0131225
MALTI;N355127;E0142839
MARON;N370725;E0133911
NELDA;N365146;E0142334
NEVIK;N350800;E0215740
NEVNA;N360243;E0131255
NIBLO;N363000;E0125032
NIGAT;N353924;E0113000
NIMAN;N355552;E0195955
OBITA;N354849;E0133223
OLLEK;N363000;E0143512
OLMAX;N342000;E0180750
OMENI;N360226;E0113000
ORTAP;N363000;E0182000
PAN;N364852;E0115757
RALAK;N343125;E0113000
RASNO;N342000;E0212758
RATOK;N364352;E0131209
REPTA;N354216;E0131317
ROBIM;N365453;E0125554
ROTAS;N355650;E0201346
RUBRI;N363554;E0120432
RUDOG;N352600;E0171731
SARKI;N342000;E0131447
SENTI;N371017;E0123259
SONAK;N363712;E0113000
SOPIR;N363000;E0134737
SUBOK;N363000;E0165126
SUDIK;N352429;E0143029
SUSOM;N363000;E0140557
TIPAC;N353910;E0194814
TISAL;N363000;E0174623
TOTTI;N344600;E0163500
TOVMA;N362243;E0131233
UPLIT;N363000;E0133223
VANIX;N344939;E0212327
VARIG;N342000;E0134350
VENIM;N363000;E0172533
VESOD;N363000;E0155537
ABALO;N321952;W0180749
ABETO;N402547;W0080323
ABLEG;N404322;W0082552
ABRAT;N394918;W0073915
ABUPI;N414504;W0071410
ABUSU;N325201;W0163808
ADINO;N400104;W0062225
ADNOV;N413106;W0084511
ADORO;N412859;W0061648
ADSAD;N382841;W0085852
AGADO;N415222;W0085536
AGADO;N415222;W0085536
AIREZ;N392717;W0083958
AKABO;N411919;W0084203
AKUDA;N355800;W0085700
AKULU;N405903;W0083643
ALAGU;N380519;W0073652
ALAMA;N391324;W0083300
AMSEL;N355800;W0075300
ARDID;N411024;W0061656
ARMED;N423000;W0140000
ARNIT;N385927;W0085734
ARR;N382934;W0085744
ASGAM;N350000;W0124242
ASMAR;N392221;W0113544
ASMOV;N405810;W0092049
ASPOR;N414855;W0080452
ATECA;N383930;W0083721
BABEX;N410225;W0070502
BABOV;N395235;W0065225
BALNO;N414350;W0065854
BANAL;N420000;W0150000
BARDI;N403501;W0061809
BAROK;N355800;W0100124
BATAX;N414202;W0063719
BELDU;N412131;W0074638
BEVOP;N373557;W0092315
BEXAL;N355800;W0112654
BIMBO;N312517;W0160158
BIRBA;N390620;W0073043
BUSEN;N383242;W0100000
CANAR;N412309;W0072811
CAS;N384454;W0092143
CASLU;N383224;W0094836
CCS;N393128;W0062605
COCUN;N390136;W0090407
DEGUN;N332507;W0153930
DEKKI;N385747;W0084144
DEMOS;N415533;W0092143
DETOX;N410000;W0150000
DIDIT;N411912;W0113418
DIGAL;N394427;W0075923
DIRMA;N405106;W0093003
DIVUT;N410143;W0081933
DMT;N390438;W0081115
DUZOP;N374011;W0083906
EKLID;N390833;W0091549
EKMAR;N383327;W0093117
EKNOT;N321035;W0161745
EKPER;N382523;W0100000
ELDUK;N374840;W0075626
ELGEK;N405000;W0105000
ELGIX;N413116;W0074023
ELNUB;N390456;W0104016
ELVAR;N391310;W0071324
EMPAD;N385344;W0090319
EPOPO;N415613;W0101213
ERNIL;N382953;W0093147
ERPES;N400000;W0150000
ERTIS;N372500;W0073653
ESEBI;N392411;W0083959
ESP;N382527;W0091108
ESUTI;N375136;W0102549
ETAKA;N414721;W0074348
EVURA;N383954;W0075507
EXFUN;N384128;W0100000
EXONA;N385416;W0080100
FAGUT;N320633;W0162818
FERFE;N390331;W0100021
FTM;N393956;W0082934
FUN;N324450;W0164220
FUSUL;N323605;W0163943
GAIOS;N381632;W0083235
GALOZ;N330201;W0172514
GALPA;N342353;W0144349
GANBA;N411623;W0090345
GANSU;N380000;W0094903
GEBTI;N365906;W0074109
GENRO;N371135;W0073653
GIKAR;N340958;W0140148
GIMAL;N364552;W0080021
GODGI;N382527;W0091108
GOSGA;N320456;W0163752
GUDAV;N383902;W0083500
GUNTI;N390000;W0150000
GUWEX;N373547;W0080108
IBBAN;N332035;W0170832
IBERO;N412044;W0075511
IBIDO;N405305;W0101112
IDBID;N391642;W0080100
IDLIP;N370049;W0075830
ILCAT;N332603;W0170254
INBOM;N400007;W0081807
INKIT;N411049;W0075327
INLIB;N381936;W0091410
IRKID;N335530;W0180409
IRSAN;N331000;W0163016
ITVIT;N385741;W0083344
IXIDA;N393918;W0080100
IXOLI;N365835;W0084206
IXUVA;N411104;W0095109
IZENI;N380827;W0110221
KICAS;N334502;W0162824
KIZEV;N373437;W0081004
KOMUT;N380000;W0150000
LAMDI;N391221;W0105754
LAPPA;N331745;W0162131
LASIB;N380215;W0071322
LATRU;N370000;W0100000
LAVPA;N410012;W0090746
LAZET;N385526;W0104016
LEPRU;N320000;W0144804
LERLI;N391254;W0090210
LIDRO;N334003;W0155659
LIGRA;N380000;W0093527
LIS;N385316;W0090946
LISGU;N385316;W0090946
LULAS;N405359;W0091652
LUTAK;N370000;W0150000
LUVUP;N374313;W0101007
LUXUT;N375959;W0090137
MAGUM;N391003;W0082333
MANEL;N383900;W0085650
MANIK;N404131;W0083658
MANOX;N361140;W0152325
MAPOR;N413651;W0080330
MARIM;N372500;W0075028
MARUM;N363720;W0132616
MAZUK;N383538;W0093315
MIMBO;N413415;W0112238
MINTA;N370744;W0072300
MOMAS;N391909;W0080100
MORAS;N390950;W0080107
NAKOS;N380000;W0092004
NARTA;N360323;W0123329
NASAS;N361932;W0125824
NATID;N385254;W0093252
NAVIX;N353114;W0161404
NEGRI;N385243;W0132416
NELSO;N314059;W0172725
NEVUD;N383404;W0091849
NIDUL;N322155;W0172111
NINOS;N410747;W0064638
NIPRI;N330000;W0140724
NOKSO;N370502;W0085647
NSA;N393353;W0075453
OBESA;N363926;W0141445
OBOLO;N363153;W0080757
ODEMI;N372951;W0082302
ODLIX;N384044;W0091902
ODPAK;N380742;W0075536
OGDOR;N340000;W0132538
OGERO;N394806;W0062402
OKARI;N362655;W0080933
OLBOD;N380838;W0104016
OLGAR;N391100;W0075611
ORSOS;N390000;W0101232
ORTIS;N312425;W0163325
ORTOP;N360136;W0072300
ORTUG;N382414;W0085946
ORVED;N392300;W0073907
OSLAD;N355800;W0081851
OTREG;N411623;W0084116
OTZIL;N330525;W0162102
PARAV;N405651;W0115124
PECKY;N343149;W0152016
PELUS;N332643;W0170416
PESAS;N370212;W0072300
PESUL;N405255;W0080654
PETEK;N424044;W0120000
PIGOR;N392802;W0134917
PILIM;N325115;W0163529
PINEK;N415104;W0083552
PINOX;N401726;W0070633
PIREN;N365000;W0072300
PORTA;N391948;W0071809
PRT;N411623;W0084116
RAKOD;N394651;W0063743
RAKUN;N333325;W0154653
RARUR;N393956;W0082934
RELKU;N382501;W0092739
RETEN;N430000;W0130000
RETMO;N411340;W0090050
RINOR;N391237;W0084728
RIPEL;N421659;W0104858
RITUS;N414925;W0081158
RIVRO;N403722;W0064322
RODAP;N393757;W0070355
ROKTE;N363458;W0082019
ROLAR;N341241;W0151221
ROMEP;N390355;W0084314
ROTBU;N391147;W0090933
RULET;N341506;W0145456
RULOX;N385400;W0100000
RUWIB;N370326;W0081609
SGR;N370502;W0085647
SNT;N330525;W0162102
SONAP;N363000;W0100000
SOPOP;N402624;W0122312
SOTEX;N381734;W0081312
SUBAL;N353247;W0121845
SUNES;N371827;W0090000
TABAX;N380926;W0134457
TAGUX;N385644;W0075451
TAKAV;N355800;W0092219
TELMU;N353816;W0143150
TERVA;N402500;W0093528
TIGGI;N355800;W0105608
TOFEF;N393144;W0072159
TOSDI;N405927;W0061719
TOVBA;N412716;W0085852
TROIA;N380424;W0085245
TUNAV;N391854;W0112225
TUPIX;N370434;W0072300
UBANI;N413328;W0091422
UBESO;N364451;W0074850
UDRUB;N412527;W0084339
ULTIT;N383156;W0091218
ULVAX;N410015;W0075004
ULVOT;N373728;W0095923
UNPOT;N381046;W0100000
UPULO;N390238;W0073907
UREDI;N395135;W0062336
USALU;N371320;W0081801
VABEM;N363257;W0131922
VAGAR;N383007;W0092956
VASIP;N413318;W0082234
VATZI;N373552;W0085147
VEDEL;N395127;W0124012
VENOL;N370424;W0081524
VERAM;N364621;W0134031
VFA;N370049;W0075830
VIS;N404324;W0075309
XAMAX;N400152;W0083210
XANEL;N392411;W0121213
XAPAS;N373550;W0075700
XAPIM;N410441;W0083812
XERES;N420126;W0100405
ZACRA;N382048;W0090623
ZIFOG;N384147;W0104016
ABDID;N642539;E0424549
ABELU;N634400;E0401057
ABNOK;N670245;E0623205
ABNUS;N642149;E0563203
ABOKI;N642720;E0484840
ABOSO;N664202;E0641623
ABOSU;N611730;E0423209
ADERA;N685200;E0664700
ADIBI;N673334;E0620739
ADINU;N641651;E0423941
ADKOL;N613055;E0492153
ADMES;N630015;E0470427
ADMON;N623300;E0502737
ADOTA;N625237;E0360027
AGAMO;N630848;E0311554
AGBOR;N651314;E0410650
AGDON;N614659;E0470552
AGIDI;N632348;E0521443
AGMIN;N601744;E0532651
AGODI;N673943;E0552839
AGOGI;N611147;E0472033
ALAKI;N612357;E0492604
AMEDO;N644734;E0491952
AMLEN;N653122;E0431404
AMRET;N632108;E0444850
AMRUL;N655657;E0440411
ARGIP;N643600;E0404257
ARKUB;N612924;E0461848
ARKUK;N672921;E0635922
ARLEN;N664656;E0590446
ARMAB;N611003;E0460342
ARNER;N632201;E0384659
ARPIK;N655022;E0441602
ARPOT;N623500;E0461000
ASBUL;N612121;E0474600
ASNAT;N615707;E0492820
ASNOD;N633146;E0324726
ATGOR;N655633;E0522351
ATNUM;N635830;E0571650
BABEM;N660302;E0593352
BAGRA;N623922;E0551808
BAKDA;N634700;E0352203
BAKNU;N620001;E0464507
BALRI;N600439;E0522211
BANAB;N630837;E0553822
BAPAN;N670932;E0622033
BAPES;N622057;E0532734
BAPON;N620812;E0442602
BASEG;N614944;E0494426
BATUT;N645103;E0582219
BEBDA;N635421;E0364911
BEGBA;N604630;E0463807
BEGBI;N615333;E0391333
BELRU;N613955;E0492010
BEMOT;N621627;E0315945
BEMRU;N655520;E0393837
BERIP;N601918;E0460159
BESUM;N644103;E0383809
BILMI;N652616;E0521200
BITBA;N605857;E0483257
BLAGO;N670748;E0423755
BOBMU;N612831;E0330150
BODBI;N630441;E0545821
BOGBI;N634344;E0324912
BUKME;N662746;E0602758
DAMNU;N672910;E0481016
DELUL;N631239;E0364001
DESEP;N660056;E0532426
DESOG;N645850;E0463426
DIDAG;N644712;E0463300
DIDOT;N642726;E0345107
DIEZA;N602349;E0464150
DIGUR;N644143;E0574546
DIKEP;N615025;E0521812
DIKOK;N603009;E0451722
DIKUD;N610105;E0500730
DILED;N654443;E0500103
DIMAM;N643105;E0503257
DIRPU;N654957;E0491106
DISEB;N641934;E0581432
DOBAM;N632439;E0315730
DOHAR;N602100;E0452800
DOMED;N674021;E0425051
EPOTI;N631948;E0574326
ERUSA;N631015;E0594240
GAKPI;N622541;E0532812
GAPRA;N625917;E0525146
GATRI;N645600;E0293700
GEGRI;N654832;E0504424
GIGES;N655523;E0563038
GIGON;N600857;E0470130
GIMET;N655754;E0335043
GINUM;N640517;E0395321
GIPAK;N603718;E0551014
GIPAT;N641100;E0543813
GIPEN;N615644;E0380503
GIRAP;N605649;E0503054
GISUS;N615506;E0384203
GITLU;N602801;E0542009
GITOS;N615236;E0324345
GOGAT;N631609;E0583141
GOKIL;N601235;E0473217
GONIB;N613147;E0472938
GOSUM;N634223;E0474219
GOSUR;N681108;E0550043
GUBAT;N670026;E0652553
GUDEB;N630011;E0324346
GUDES;N621203;E0503301
GUKTA;N635001;E0571753
GUMRO;N614918;E0532324
GUMSA;N644139;E0424756
IBEBO;N633855;E0512350
IBREL;N605443;E0481906
IDEDA;N661544;E0564503
IDLIR;N620627;E0490754
IFOMA;N675101;E0480207
IKFON;N665200;E0482334
INDIL;N615307;E0340917
INDOS;N631545;E0371913
INGER;N645737;E0501351
INLID;N632447;E0371244
INROR;N630518;E0523654
INSOT;N600251;E0494854
INTAN;N662034;E0631224
IRDAK;N651143;E0451621
IZOLO;N625553;E0364608
KEDOR;N632859;E0594732
KEKUT;N665131;E0524633
KETOL;N614800;E0300500
KIRZI;N664848;E0644205
KOKAT;N624000;E0312230
KOMEK;N622518;E0310630
KOMOV;N652113;E0424208
KOROT;N611854;E0471948
KOTID;N651536;E0391708
KTL;N611418;E0464248
KUKSA;N602814;E0510833
KUKUM;N654516;E0325458
KULUB;N615522;E0543944
KUPUK;N660831;E0452205
KUSAG;N615231;E0323946
KUTOB;N623603;E0434407
LAGAT;N655954;E0382902
LAGOM;N665825;E0541651
LALPA;N625208;E0541019
LAMLI;N625100;E0534444
LANEP;N642306;E0491433
LAPIG;N620748;E0392002
LEDBI;N662850;E0430503
LEDNA;N644301;E0470427
LEKRI;N650000;E0351620
LIDLA;N641657;E0534108
LIGBO;N644347;E0354251
LIGTI;N610546;E0354307
LIKPA;N640845;E0431910
LIPKI;N650831;E0440951
LIRKI;N662455;E0304355
LISBI;N673820;E0584110
LKN;N645332;E0454335
LOLBA;N610819;E0355921
LORTI;N675520;E0673111
LOZAN;N600013;E0505726
LULOR;N624424;E0315856
LUPIP;N645650;E0342942
LUROL;N670010;E0573807
LUSEK;N665815;E0513437
LUSIP;N674306;E0654629
MAGEM;N641612;E0384708
MAKOG;N640348;E0390340
MARAM;N635812;E0550848
MEBOR;N671826;E0663823
MOBTU;N645025;E0445512
MOGTO;N674938;E0664110
MOREN;N680856;E0591757
MOVIT;N662224;E0333407
NAKIR;N650513;E0474457
NALEL;N683022;E0514949
NANIN;N640726;E0412849
NANUD;N611613;E0320046
NAREK;N654239;E0620524
NARUD;N651755;E0500827
NAZOL;N612538;E0471258
NENAM;N662753;E0604503
NERTO;N640407;E0350825
NIDMA;N634213;E0480835
NIKDI;N665346;E0531503
NIKEB;N652532;E0445513
NILIN;N622150;E0505454
NILOL;N654822;E0563811
NILTU;N641901;E0513958
NIPRA;N611004;E0571240
NIPSI;N621543;E0532652
NOKEZ;N645515;E0320215
NOVRO;N611748;E0370045
NRM;N673817;E0530639
NUGBI;N604406;E0452630
NULGA;N664725;E0515757
NUMTA;N624431;E0510310
OBEGA;N651400;E0352514
OBIRA;N635148;E0393215
OBIRU;N621809;E0484156
ODAGI;N611204;E0481427
ODEKI;N654217;E0565315
ODESI;N635139;E0415324
ODLON;N642100;E0362714
ODMOR;N632711;E0555133
ODMUL;N655023;E0392027
ODNUS;N614202;E0450405
ODRIG;N614939;E0492249
OGBAS;N653818;E0484802
OGNUR;N684248;E0632825
OGROM;N622842;E0593504
OGTUM;N611528;E0303543
OGUMA;N622000;E0593331
OGUSO;N604014;E0482755
OKLEK;N640605;E0402418
OKNID;N653858;E0500249
OKRAN;N632848;E0552400
OKROD;N640020;E0561549
OKTIL;N604300;E0554200
OLAPI;N643749;E0601916
OLERU;N605251;E0484130
OSBUT;N664137;E0424029
OSKIT;N601143;E0491353
